2024-08-12 10:45:14 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 25604
2024-08-12 10:45:14 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-08-12 10:45:14 0 [Note] InnoDB: Uses event mutexes
2024-08-12 10:45:14 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-08-12 10:45:14 0 [Note] InnoDB: Number of pools: 1
2024-08-12 10:45:14 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-08-12 10:45:14 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-08-12 10:45:14 0 [Note] InnoDB: Completed initialization of buffer pool
2024-08-12 10:45:14 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-08-12 10:45:14 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 37667071.
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 11026880
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=238] with future log sequence number 11026836
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=446] with future log sequence number 11026836
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=237] with future log sequence number 11026792
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=444] with future log sequence number 11026792
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 11026748
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 11026748
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 11026704
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 11026704
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=234] with future log sequence number 11026660
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=437] with future log sequence number 11026660
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=233] with future log sequence number 11026616
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 11026616
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=232] with future log sequence number 11026572
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 11026572
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 11026528
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 11574068
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=406] with future log sequence number 11574068
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 11574024
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=424] with future log sequence number 11574024
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 33583997
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 33583997
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 33583953
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 33583953
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 33583909
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 33583909
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=265] with future log sequence number 33583865
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 33583865
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=264] with future log sequence number 33583758
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=388] with future log sequence number 33583758
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=263] with future log sequence number 33583714
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=378] with future log sequence number 33583714
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=262] with future log sequence number 33583670
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 33583670
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 33583610
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 33583610
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=260] with future log sequence number 33583566
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=436] with future log sequence number 33583566
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=258] with future log sequence number 33583522
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 33583522
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=257] with future log sequence number 33583478
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=252] with future log sequence number 34751832
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 34751832
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=251] with future log sequence number 34743681
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 34743681
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=250] with future log sequence number 34735396
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 35974107
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=423] with future log sequence number 35974107
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 36524715
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 36524715
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 36517624
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=386] with future log sequence number 36517624
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 36510403
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=392] with future log sequence number 36510403
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=243] with future log sequence number 36503345
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=259] with future log sequence number 36974074
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=400] with future log sequence number 36974074
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 37607557
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 37607557
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 37600874
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=391] with future log sequence number 37600874
2024-08-12 10:45:14 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 37594188
